timestamp,frontend_cpu_usage,frontend_cpu_throttle,frontend_cpu_limit,frontend_mem_usage,frontend_mem_limit,frontend_disk_read,frontend_disk_write,frontend_net_rx,frontend_net_tx,cartservice_cpu_usage,cartservice_cpu_throttle,cartservice_cpu_limit,cartservice_mem_usage,cartservice_mem_limit,cartservice_disk_read,cartservice_disk_write,cartservice_net_rx,cartservice_net_tx,checkoutservice_cpu_usage,checkoutservice_cpu_throttle,checkoutservice_cpu_limit,checkoutservice_mem_usage,checkoutservice_mem_limit,checkoutservice_disk_read,checkoutservice_disk_write,checkoutservice_net_rx,checkoutservice_net_tx,productcatalogservice_cpu_usage,productcatalogservice_cpu_throttle,productcatalogservice_cpu_limit,productcatalogservice_mem_usage,productcatalogservice_mem_limit,productcatalogservice_disk_read,productcatalogservice_disk_write,productcatalogservice_net_rx,productcatalogservice_net_tx,currencyservice_cpu_usage,currencyservice_cpu_throttle,currencyservice_cpu_limit,currencyservice_mem_usage,currencyservice_mem_limit,currencyservice_disk_read,currencyservice_disk_write,currencyservice_net_rx,currencyservice_net_tx,paymentservice_cpu_usage,paymentservice_cpu_throttle,paymentservice_cpu_limit,paymentservice_mem_usage,paymentservice_mem_limit,paymentservice_disk_read,paymentservice_disk_write,paymentservice_net_rx,paymentservice_net_tx,shippingservice_cpu_usage,shippingservice_cpu_throttle,shippingservice_cpu_limit,shippingservice_mem_usage,shippingservice_mem_limit,shippingservice_disk_read,shippingservice_disk_write,shippingservice_net_rx,shippingservice_net_tx,emailservice_cpu_usage,emailservice_cpu_throttle,emailservice_cpu_limit,emailservice_mem_usage,emailservice_mem_limit,emailservice_disk_read,emailservice_disk_write,emailservice_net_rx,emailservice_net_tx,recommendationservice_cpu_usage,recommendationservice_cpu_throttle,recommendationservice_cpu_limit,recommendationservice_mem_usage,recommendationservice_mem_limit,recommendationservice_disk_read,recommendationservice_disk_write,recommendationservice_net_rx,recommendationservice_net_tx,adservice_cpu_usage,adservice_cpu_throttle,adservice_cpu_limit,adservice_mem_usage,adservice_mem_limit,adservice_disk_read,adservice_disk_write,adservice_net_rx,adservice_net_tx,redis-cart_cpu_usage,redis-cart_cpu_throttle,redis-cart_cpu_limit,redis-cart_mem_usage,redis-cart_mem_limit,redis-cart_disk_read,redis-cart_disk_write,redis-cart_net_rx,redis-cart_net_tx
1782245952,0.19917891846218874,1.0,0.2,64114688.0,134217728.0,0.0,0.0,198159.3556963015,1670540.2689811557,0.052374453052148565,0.0,0.3,98709504.0,268435456.0,0.0,0.0,34706.43375334097,40045.95265368461,0.09322965465131759,0.31009615384615385,0.2,14548992.0,134217728.0,229.36070928604758,0.0,52837.11412105862,135469.14803802813,0.060402191969531165,0.012244897959183673,0.2,13897728.0,134217728.0,0.0,0.0,35039.15713132713,145405.56031258262,0.07184706261229193,0.3292307692307692,0.2,55128064.0,268435456.0,0.0,0.0,13034.866354225676,26046.016377401244,0.011299479549530827,0.0,0.2,64471040.0,268435456.0,0.0,0.0,2685.5395027983855,3691.861438054331,0.01086556975682672,0.0,0.2,11972608.0,134217728.0,10894.855668909513,0.0,9148.225055338353,5080.9856863892555,0.03686027992278069,0.15584415584415584,0.2,57262080.0,134217728.0,0.0,0.0,6994.574461213857,5580.877128770427,0.0750782200937843,0.3588850174216028,0.2,45629440.0,471859200.0,0.0,0.0,23208.197833563394,14450.319350536933,0.0003743550938984774,0.0,0.3,121860096.0,314572800.0,0.0,0.0,135.6920841238445,98.69616114318006,0.007525486186428906,0.0,0.2,15843328.0,268435456.0,0.0,0.0,27607.34030790168,16950.199880922006
1782245953,0.19917891846218874,1.0,0.2,64114688.0,134217728.0,0.0,0.0,198159.3556963015,1670540.2689811557,0.052374453052148565,0.0,0.3,98709504.0,268435456.0,0.0,0.0,34706.43375334097,40045.95265368461,0.09322965465131759,0.31009615384615385,0.2,14548992.0,134217728.0,229.36070928604758,0.0,52837.11412105862,135469.14803802813,0.060402191969531165,0.012244897959183673,0.2,13897728.0,134217728.0,0.0,0.0,34369.54872411248,142626.81808210778,0.0863363511603613,0.335423197492163,0.2,55128064.0,268435456.0,0.0,0.0,11333.888710923415,22647.155940241366,0.011299479549530827,0.0,0.2,64471040.0,268435456.0,0.0,0.0,2685.5395027983855,3691.861438054331,0.010865569756826721,0.0,0.2,11972608.0,134217728.0,11109.910474605751,0.0,9331.03295101449,5182.518420408231,0.03686027992278069,0.15584415584415584,0.2,57262080.0,134217728.0,0.0,0.0,6994.574461213857,5580.877128770427,0.0750782200937843,0.3588850174216028,0.2,45629440.0,471859200.0,0.0,0.0,23208.197833563394,14450.319350536933,0.0003743550938984774,0.0,0.3,121860096.0,314572800.0,0.0,0.0,135.6920841238445,98.69616114318006,0.007376080570204229,0.0,0.2,15843328.0,268435456.0,0.0,0.0,27607.34030790168,16950.199880922006
1782245954,0.19917891846218874,1.0,0.2,64114688.0,134217728.0,0.0,0.0,198159.3556963015,1670540.2689811557,0.05376130766797761,0.0,0.3,98709504.0,268435456.0,0.0,0.0,34706.43375334097,40045.95265368461,0.09322965465131759,0.31009615384615385,0.2,14548992.0,134217728.0,304.9888309754282,0.0,52837.11412105862,135469.14803802813,0.060402191969531165,0.012244897959183673,0.2,13897728.0,134217728.0,0.0,0.0,33699.940316897824,139848.07585163292,0.0863363511603613,0.335423197492163,0.2,55128064.0,268435456.0,0.0,0.0,11116.64093835299,22213.05566728468,0.020896832129777162,0.02459016393442623,0.2,63578112.0,268435456.0,0.0,0.0,3349.079130907629,4600.586329999763,0.010865569756826721,0.0,0.2,11972608.0,134217728.0,12903.288341774298,0.0,10968.473740568268,6091.964041138531,0.03686027992278069,0.15584415584415584,0.2,57262080.0,134217728.0,0.0,0.0,6994.574461213857,5580.877128770427,0.0750782200937843,0.3588850174216028,0.2,45629440.0,471859200.0,0.0,0.0,23208.197833563394,14450.319350536933,0.0003743550938984774,0.0,0.3,121860096.0,314572800.0,0.0,0.0,135.69208412384452,98.69616114318008,0.010275935598723812,0.0,0.2,16117760.0,268435456.0,0.0,0.0,27607.34030790168,16950.199880922006
1782245955,0.19917891846218874,1.0,0.2,64114688.0,134217728.0,0.0,0.0,198159.3556963015,1670540.2689811557,0.05376130766797761,0.0,0.3,98709504.0,268435456.0,0.0,0.0,34706.43375334097,40045.95265368461,0.09322965465131759,0.31009615384615385,0.2,14548992.0,134217728.0,304.9888309754282,0.0,52837.11412105862,135469.14803802813,0.060402191969531165,0.012244897959183673,0.2,13897728.0,134217728.0,0.0,0.0,33030.33190968317,137069.3336211581,0.0863363511603613,0.335423197492163,0.2,55128064.0,268435456.0,0.0,0.0,10899.39316578256,21778.95539432799,0.020896832129777162,0.02459016393442623,0.2,63578112.0,268435456.0,0.0,0.0,3349.079130907629,4600.586329999763,0.010865569756826721,0.0,0.2,11972608.0,134217728.0,12903.288341774298,0.0,10968.473740568268,6091.964041138531,0.03686027992278069,0.15584415584415584,0.2,57262080.0,134217728.0,0.0,0.0,6994.574461213857,5580.877128770427,0.0750782200937843,0.3588850174216028,0.2,45629440.0,471859200.0,0.0,0.0,23208.197833563394,14450.319350536933,0.0003743550938984774,0.0,0.3,121860096.0,314572800.0,0.0,0.0,135.69208412384452,98.69616114318008,0.010275935598723812,0.0,0.2,16117760.0,268435456.0,0.0,0.0,27607.34030790168,16950.199880922006
1782245956,0.19917891846218874,1.0,0.2,64114688.0,134217728.0,0.0,0.0,198159.3556963015,1670540.2689811557,0.05376130766797761,0.0,0.3,98709504.0,268435456.0,0.0,0.0,34706.43375334097,40045.95265368461,0.09322965465131759,0.31009615384615385,0.2,14548992.0,134217728.0,304.9888309754282,0.0,60617.21789883268,156142.06966833424,0.07235726159891191,0.01818181818181818,0.2,13897728.0,134217728.0,0.0,0.0,32360.72350246852,134290.59139068326,0.0863363511603613,0.335423197492163,0.2,55128064.0,268435456.0,0.0,0.0,10682.145393212133,21344.855121371307,0.020896832129777162,0.02459016393442623,0.2,63578112.0,268435456.0,0.0,0.0,3349.0791309076294,4600.586329999764,0.010865569756826721,0.0,0.2,11972608.0,134217728.0,12903.288341774298,0.0,10968.473740568268,6091.964041138531,0.05841979018890444,0.20512820512820512,0.2,57294848.0,134217728.0,0.0,0.0,6994.574461213857,5580.877128770427,0.0750782200937843,0.3588850174216028,0.2,45629440.0,471859200.0,0.0,0.0,23208.197833563394,14450.319350536933,0.0003743550938984774,0.0,0.3,121860096.0,314572800.0,0.0,0.0,135.69208412384452,98.69616114318008,0.010275935598723812,0.0,0.2,16117760.0,268435456.0,0.0,0.0,27607.34030790168,16950.199880922006
1782245957,0.19917891846218874,1.0,0.2,64114688.0,134217728.0,0.0,0.0,171230.54821713868,1377793.4724001451,0.05376130766797761,0.0,0.3,98709504.0,268435456.0,0.0,0.0,34706.43375334097,40045.95265368461,0.09322965465131759,0.31009615384615385,0.2,14548992.0,134217728.0,304.9888309754282,0.0,60617.21789883268,156142.06966833424,0.07570770182493039,0.01991150442477876,0.2,14254080.0,134217728.0,0.0,0.0,31691.115095253866,131511.8491602084,0.0863363511603613,0.335423197492163,0.2,55128064.0,268435456.0,0.0,0.0,17115.091192960044,31822.63501525796,0.020896832129777162,0.02459016393442623,0.2,63578112.0,268435456.0,0.0,0.0,3349.0791309076294,4600.586329999764,0.01392116922411956,0.0,0.2,11972608.0,134217728.0,12903.288341774298,0.0,10968.473740568268,6091.964041138531,0.05841979018890444,0.20512820512820512,0.2,57294848.0,134217728.0,0.0,0.0,6994.574461213857,5580.877128770427,0.0750782200937843,0.3588850174216028,0.2,45629440.0,471859200.0,0.0,0.0,23208.197833563394,14450.319350536933,0.0003743550938984774,0.0,0.3,121860096.0,314572800.0,0.0,0.0,135.69208412384452,98.69616114318008,0.010275935598723812,0.0,0.2,16117760.0,268435456.0,0.0,0.0,22465.615040242355,13583.655288026766
1782245958,0.19917891846218874,1.0,0.2,64114688.0,134217728.0,0.0,0.0,205659.69498910676,1654824.9610955494,0.05376130766797761,0.0,0.3,98709504.0,268435456.0,0.0,0.0,34706.43375334097,40045.95265368461,0.09322965465131759,0.31009615384615385,0.2,14548992.0,134217728.0,304.9888309754282,0.0,60617.21789883268,156142.06966833424,0.07570770182493039,0.01991150442477876,0.2,14254080.0,134217728.0,0.0,0.0,46956.54750492391,195805.2568281247,0.0863363511603613,0.335423197492163,0.2,55128064.0,268435456.0,0.0,0.0,17115.091192960044,31822.63501525796,0.020896832129777162,0.02459016393442623,0.2,63578112.0,268435456.0,0.0,0.0,3349.0791309076294,4600.586329999764,0.01392116922411956,0.0,0.2,11972608.0,134217728.0,12903.288341774298,0.0,10968.473740568268,6091.964041138531,0.05841979018890444,0.20512820512820512,0.2,57294848.0,134217728.0,0.0,0.0,6994.574461213857,5580.877128770427,0.0750782200937843,0.3588850174216028,0.2,45629440.0,471859200.0,0.0,0.0,19584.17327463626,12193.861844174615,0.0003743550938984774,0.0,0.3,121860096.0,314572800.0,0.0,0.0,135.69208412384452,98.69616114318008,0.010275935598723812,0.0,0.2,16117760.0,268435456.0,0.0,0.0,23215.658537496085,13370.70889944834
1782245959,0.19924133774195774,1.0,0.2,70139904.0,134217728.0,0.0,0.0,205659.69498910676,1654824.9610955494,0.05376130766797761,0.0,0.3,98709504.0,268435456.0,0.0,0.0,34706.43375334097,40045.95265368461,0.09322965465131759,0.31009615384615385,0.2,14548992.0,134217728.0,238.48617176128096,0.0,60617.21789883268,156142.06966833424,0.07570770182493039,0.01991150442477876,0.2,14254080.0,134217728.0,0.0,0.0,46956.54750492391,195805.2568281247,0.0863363511603613,0.335423197492163,0.2,55128064.0,268435456.0,0.0,0.0,17115.091192960044,31822.63501525796,0.020896832129777162,0.02459016393442623,0.2,63578112.0,268435456.0,0.0,0.0,3349.0791309076294,4600.586329999764,0.012065090667399306,0.0,0.2,11972608.0,134217728.0,12903.288341774298,0.0,10968.473740568268,6091.964041138531,0.05841979018890444,0.20512820512820512,0.2,57294848.0,134217728.0,0.0,0.0,6994.574461213857,5580.877128770427,0.0750782200937843,0.3588850174216028,0.2,45629440.0,471859200.0,0.0,0.0,40529.12171179118,24268.213792947456,0.0003743550938984774,0.0,0.3,121860096.0,314572800.0,0.0,0.0,135.69208412384452,98.69616114318008,0.010275935598723812,0.0,0.2,16117760.0,268435456.0,0.0,0.0,23686.989831209397,13642.1650596629
1782245960,0.19924133774195774,1.0,0.2,70139904.0,134217728.0,0.0,0.0,205659.69498910673,1654824.9610955492,0.05376130766797761,0.0,0.3,98709504.0,268435456.0,0.0,0.0,35537.91711255959,41177.497811071116,0.10853823958901467,0.37735849056603776,0.2,16547840.0,134217728.0,238.48617176128096,0.0,60617.21789883268,156142.06966833424,0.07570770182493039,0.01991150442477876,0.2,14254080.0,134217728.0,0.0,0.0,52927.060011414025,222356.0296764564,0.0863363511603613,0.335423197492163,0.2,55128064.0,268435456.0,0.0,0.0,23346.532248269163,43455.751244989675,0.020896832129777162,0.02459016393442623,0.2,63578112.0,268435456.0,0.0,0.0,3349.0791309076294,4600.586329999764,0.011833071180330647,0.0,0.2,11972608.0,134217728.0,12903.288341774298,0.0,10968.473740568268,6091.964041138531,0.05841979018890444,0.20512820512820512,0.2,57294848.0,134217728.0,0.0,0.0,6994.574461213857,5580.877128770427,0.0750782200937843,0.3588850174216028,0.2,45629440.0,471859200.0,0.0,0.0,40529.12171179118,24268.213792947456,0.0003743550938984774,0.0,0.3,121860096.0,314572800.0,0.0,0.0,135.69208412384452,98.69616114318008,0.010275935598723812,0.0,0.2,16117760.0,268435456.0,0.0,0.0,24158.321124922713,13913.621219877465
1782245961,0.16138247716861495,1.0,0.2,70139904.0,134217728.0,0.0,0.0,205659.69498910673,1654824.9610955492,0.05376130766797761,0.0,0.3,98709504.0,268435456.0,0.0,0.0,35537.91711255959,41177.497811071116,0.10853823958901467,0.37735849056603776,0.2,16547840.0,134217728.0,238.48617176128096,0.0,60617.21789883268,156142.06966833424,0.07570770182493039,0.01991150442477876,0.2,14254080.0,134217728.0,0.0,0.0,52927.060011414025,222356.0296764564,0.0863363511603613,0.335423197492163,0.2,55128064.0,268435456.0,0.0,0.0,23346.532248269163,43455.751244989675,0.020896832129777162,0.02459016393442623,0.2,63578112.0,268435456.0,0.0,0.0,3349.0791309076294,4600.586329999764,0.019583522426443154,0.0,0.2,12656640.0,134217728.0,12903.288341774298,0.0,10968.473740568268,6091.964041138531,0.05841979018890444,0.20512820512820512,0.2,57294848.0,134217728.0,0.0,0.0,6994.574461213857,5580.877128770427,0.06384401576041769,0.3588850174216028,0.2,45629440.0,471859200.0,0.0,0.0,40529.12171179118,24268.213792947456,0.0003743550938984774,0.0,0.3,121860096.0,314572800.0,0.0,0.0,135.69208412384452,98.69616114318008,0.010275935598723812,0.0,0.2,16117760.0,268435456.0,0.0,0.0,28279.87762279878,16287.369612873697
